order_id	rate_detail	rate_num
5.77E+17	距离我两分钟 围绕我开了半个多小时才接到我  多次压道路分隔线行驶 多次闯红灯 开车状态极其不好 对我人身安全极其不负责任！感觉不是喝酒了就是精神不好	1
5.77E+17	司机很差劲，多收钱，骗人，拼了四个人用两个手机。真的很差劲严重投诉。司机还不是本人开车，五点半七点才出发，没见过这么差劲的人，希望滴滴公司好好整合一下。	1
5.77E+17	非常好！东西很多，师傅还帮忙搬。尽量给我腾出更多的空间放箱子	3
5.77E+17	司机大哥是真的好！！火车延迟了，等了好久，疯狂打call	2
5.77E+17	车牌666车主人也666期待下次同行，感谢送到家	3
5.77E+17	司机超好人，大元宵的，还肯载我去买汤圆?很礼貌也很准时	2
5.77E+17	非常棒 我手机没电 师傅很耐心等待 不然露宿火车站了	3
5.77E+17	车里有臭抹布味儿，开车贼慢贼肉，坐的令人烦躁。	1
5.77E+17	明明带了拼车乘客但是未走平台，多收了我们钱，	1
5.77E+17	小哥哥人特别好，本来可以不用送我进学校的，但是他却主动送我进去，人超好的⋯期待再次同行哦。！	3
5.77E+17	感觉自己都快晕车了，一会来个刹车过会又来个	1
5.77E+17	很不错的车主，第一次做宝马，这顺风车很有缘	3
5.77E+17	走错路位送到终点，车内全是酒气，私下多拼了一个人	1
5.77E+17	态度不好 脑子有病似的 话也说不利落 每一脚都是急刹车 也没到指定位置接	1
5.77E+17	拼车拼了个比我晚四十五分钟的人  一开始没看见拼了个这么晚的  后来上车了才看见 要不我就取消了 真是耽误事	1
1.15E+18	飞机晚点了，感谢师傅等了那么久，车技好，期待再次同行	3
1.15E+18	开车很稳，到此为止遇到服务态度最好的司机，为你点赞	2
5.77E+17	司机态度恶劣，还是提出报警的情侣司机才走了，一直要我多支付额外的费用	1
5.77E+17	迟到半小时也就算了。拼车过路费居然让我们一个人付。不想说啥了	1
5.77E+17	谢谢顺风车老大哥哥热情周到的对待，能准时到达目的地。你是一个好心肠的老大哥，感谢你一路上的陪伴。希望下次有机会在能相遇。	3
5.77E+17	期待下次同行，车主人很好，大帅哥一枚? ? ?	3
1.15E+18	你生活不容易我也不容易，你说车坏了我等你一个钟，你还要拿个破车来接我，还要比别人的贵很多，还要挤车，还要边走边拉客	1
5.77E+17	车主很可以，人帅帅的，一路我只顾着打游戏没怎么聊天，但还是很主动找人聊天，全5分	3
5.77E+17	姐姐人很nice，性格又好，一路上很愉快。	3
5.77E+17	师傅很客气，也很热情，服务很好，期待下次同行	3
5.77E+17	一路畅聊，中途还逛了高速公路，开天窗，感受一路暖风，咨询买车的细节，有问必答，特别友善可爱！	3
5.77E+17	本次司机时间概念比较好，因为时间差距有1小时果断放弃另外两个订单，送我一个顺风车的走了	2
5.77E+17	司机服务很周到。也很准时。下次我一定还找他	3
5.77E+17	给师傅一百个五星好评，师傅心态太年轻了，特别幽默，太好玩了，赞?	3
5.77E+17	司机师傅人很好。下次有机会的话，希望能再坐一次	3
5.77E+17	系统显示和我们拼车的是一个人，可是上车时发现是两个人，司机没有诚实经营。本人提出疑问为什么是两个人，司机就叫我不要坐他车了！本人拍照有图片，随时提供佐证！	1
5.77E+17	给弟弟打的车 ，这孩子走的磨蹭迟到了好几分钟 车主等了半天 实在是不好意思了！谢谢车主，很有耐心	3
5.77E+17	开的很快！很快就到学校了！就是这个feel!	2
5.77E+17	拼车显示是起亚，结果来了一辆东风商务车，上面还有别的人，车主显示是女的，结果开车的是男的，害怕	1
5.77E+17	给你五个赞，态度超级棒，神准时，驾驶平稳又不失速度，希望下次再碰上这么棒的车主	3
5.77E+17	我迟到了几分钟，师傅还耐心等着我，叫我不要着急！点赞赞赞赞赞赞赞赞赞赞	3
5.77E+17	第一次 遇到这样的司机。一直说加微信。还说要加价。气到吐血，	1
5.77E+17	超级愉快的一次滴滴之行，我们行李多，师傅的车够大，了解到师傅的车还是新车，故车子也很干净舒适，新版的导航很给力，最值得赞的就是师傅车里的音乐，太符合我们的审美标准了，首首都很赞，到达目的地已经快12点了(晚上)，本来是带着倦意的，可是这一路下来我们竟很嗨，临走了还有点舍不得，哈哈。必须给赞。期待有机会再合作	3
5.77E+17	没有跟乘客商量，自己走了低速。不按地图显示的路线走	1
5.77E+17	约车到时间没看见师傅，问了两次都冷漠态度不给予确切答复就算了，因怕耽误才打电话问师傅以便确认放心等待，却不料遭受司机女友的无理训斥，更是反复喊下车。若不想载客就不要接单，接单了就要态度诚恳，要做到最起码的服务准则。	1
5.77E+17	第一次遇到要求乘客给过路费的，明明是顺风车，证明师傅也是去机场的，过路费怎么会让乘客给？不解！	1
5.77E+17	车主人热情大方，服务态度很好，开车稳当，期待再次乘坐你的车，谢谢	3
1.15E+18	帅哥一枚，赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞	3
5.77E+17	年轻有为，帅气！情商有！ 要做就用心做好！要不做就干脆不做！凡事都用心，是打开成功的钥匙！	3
5.77E+17	人又长得帅，车又开的稳，还会聊天，放的歌又好听，还是单身	3
5.77E+17	司机人超好，客人下车还帮忙检查行旅，谢谢帮我发现落下的耳机。	3
5.77E+17	已经接到我后 返回途中 又私自重新接单顺风车 还不按拼车单接 导致价格不是拼车价 不是在乎这几块钱的原因 延迟送达	1
5.77E+17	师傅非常好人！因为我们找不到路！还走路过来接我们！谢谢！	3
5.77E+17	非常好礼貌，虽然路程短些，他是个好人，希望下次远程的能叫到他的车	3
5.77E+17	师傅很好，大晚上看我不好打车还把我送到山科大	3
5.77E+17	手动点赞，驾驶以乘客感受为主，平稳舒适，舒心安稳。祝出入平安，万事如意！	3
5.77E+17	司机人不错，就是接其他人带着绕了好久，中间又出了点问题，到的时候已经半夜了	5
5.77E+17	很好商量，服务极好，载四人愿意分别送到家。	3
5.77E+17	谢谢车主 我们迟到了还帮忙拎行李 祝节日快乐 ！	3
5.77E+17	司机是很辛苦，拼单收没拼单的金额就不说了，等了两个动车时间，有点久，希望下次不会这样	1
5.77E+17	车主大哥很和气一人 话说和气生财 道理不外如是 好评是必须的 期待下一次的同行	3
5.77E+17	找不到位置，迟到了40分钟，我们一直在路边等，以后都不愿意做了	1
5.77E+17	哈哈哈  车主人好幽默  车技一级棒 好评好评	3
5.77E+17	很准时可惜我拖了后腿，大老远看到我抱着东西就下车帮忙	3
5.77E+17	两小时不到的车程为了多拉人，整整跑了四个半小时	1
5.77E+17	服务态度特别好 吸烟还会特意问乘客介不介意 速度很快 满意！	3
5.77E+17	态度超级好，到了目的地我不是很熟还帮忙找路	3
5.77E+17	司机小哥哥  人超级无敌宇宙好  我路线有改  他都说没关系  安全送到达目的地	3
5.77E+17	没有乘坐此车，全程车费已付。司机态度不好，请处理	1
1.15E+18	定的九点十五，十点才出发，半路还去接了不是拼车的人	1
5.77E+17	一下加油一下松油，坐那么多次车唯一一次晕车，醉了	2
5.77E+17	非常感谢师傅元宵节大晚上搭乘我回家，谢谢！	3
5.77E+17	我走了三公里路去找他的位置集合，而且B度非常不好，被吼了状危娴姆浅o遮的B度	1
5.77E+17	车主话很多，而且不给商量的余地，态度不怎么好	1
5.77E+17	姐姐人好，温和健谈，但车技细思极恐。在全程不堵车、顺路程度95%且是熟悉路段的情况下，车速一直保持在20-40迈，比公交车还慢。我只想弱弱问一句，姐姐您是刚拿到驾照或是许久未开车么？耽误时间暂且不论，安全问题想想都后怕。	1
5.77E+17	宇宙好司机很热心肠，安全到达目的地，非常感谢你！期待下次与你同行。	3
5.77E+17	师傅特好人，很好说话，特贴心，驾驶平稳超赞，晕车的人有福啦。	3
5.77E+17	不进小区，做他的车给欠他几百万！态度恶劣！	1
5.77E+17	这师傅确实非常好，要多给他高速费都不收，开车稳也快，感谢师傅！	3
5.77E+17	师傅热心，服务超好，准时准点送我们到达目的地，棒棒哒！	3
5.77E+17	有一半的路程都在打电话，打完电话还时不时玩手机	1
5.77E+17	上车就喊我点到达目的地，他又可以抢单，太恐怖了，一路上都在骂别人开车怎么怎么样。态度非常差。	1
5.77E+17	怎么一辆吉安出租车来接我们？不是注册的车来接，约好十点，十一点半才来，苦等一个多小时，还不按之前说好的走白沙骡田的路线行驶，导致母亲坐山路，路面颠簸，狂吐不止。	1
1.15E+18	司机很好人，也很快很稳的到达了目的地〜希望能多遇上这类司机哈	3
5.77E+17	很好的师傅，火车晚点40分钟，师傅一直在车站等着，真心点赞?	3
5.77E+17	服务太差，耽误一个小时时间，走高速另外要我加钱	1
5.77E+17	这位司机先生、也是有点意思。让我清楚的看到了什么叫疯狗乱咬人。我这单是按未拼成的价格算的。但是在我上车后两分钟内、他迅速到达下一个地点接到另一个乘客。当我反问他为什么是未拼成并要求他返还差价的时候。该名司机却显示出丑恶嘴脸：“系统是这样的咯、我有什么办法。不要坐你下车！我不带你了！你给我下车！” 我当然不予理会，我都付完钱了，我下车？但是途中他一直叽叽喳喳认为是我贪小便宜。希望滴滴平台能严肃处理。	1
5.77E+17	非常好的一位车主！由于其它原因没有接到电话还一直在等我，非常感谢！十分好评！	2
5.77E+17	师傅真的很好，计划临时有变，叫他早点来接我，他立马把其他单退了来接我，路上堵了好久车，也很有耐心。非常感谢哈	3
5.77E+17	小哥哥 人超好 开走了一公里吧 我东西拿掉了 还掉头回来拿 我东西多还帮我提上车 下车也帮我提 必须点赞?	3
5.77E+17	司机师傅态度很好、服务周到！对路线也特别熟悉、可谓活地图！坐他车包您满意哦	3
5.77E+17	隔离的女朋友脱袜子，栋起只脚，臭，但系又不好意思说	1
1.15E+18	这是一位不走高速的新手，开车特别危险，路口急刹车，而且看着导航还走错，到了路口急刹急转弯，太容易被追尾，重点是上车叫（加钱走高速），第一次遇到拿驾照几年没有开过车的司机来拿生命开玩笑	1
5.77E+17	很有耐心，本人路痴车主很细心很耐心的跟我讲地方在哪，驾驶也很平稳。	3
5.77E+17	司机人很棒了，还会跟我开点小玩笑，亲和力十足。期待下次同行~	3
5.77E+17	热情的司机，车内干净舒服，期待下次能再坐你的车	2
5.77E+17	我妈说车弄的香香的，人也很热情可以给5颗星	2
5.77E+17	严重迟到，平常我回来只要40分钟，他愣是给我走了2个多小时才到。	1
5.77E+17	滴滴公司，你们真的是瞎眼。车型不符，你们就没有核实。	1
5.77E+17	一直拼车，到一个公交车站就拉人，开车跟开卡丁车一样，在她车上坐50分钟都快吐了，亏我还加价20多块钱，还让我上学迟到了	1
5.77E+17	一开始拼车，另一个乘客迟迟不来。从1:30上车，到现在才到目的地。要是一早就不拼车的话也不会耽误这么久时间。浪费了我的时间还要原价支付？	1
5.77E+17	小哥哥开车完全不会晕车啊哈哈哈而且人很和善	3
5.77E+17	本来那么多人一起拼车，怎么是为拼成。????	1
5.77E+17	不拼车车上有三个人而且车型车号于登记不符 现在滴滴可以这样了？	1
5.77E+17	司机到达很准时，还很耐心的等了我几分钟，非常感谢，期待下次的乘坐！	3
5.77E+17	特别的事妈！再也不想做他车了！急刹车太严重！太可怕了！	1
5.77E+17	私下拚，又找不人，浪偻了多四十五分才到	1
5.77E+17	原本就是顺风车车主，不但加收了20元高速费作为感谢费，本来行李有点，送两个挨着的地方，还要加收10块，这个服务很差	1
5.77E+17	下单时间段20.30~21.30_你接单就接单还要迟到比预期最迟的21.30还要等足俩个半小时，你迟到不说还要跑国道？一小时多点的路程就要我花多俩个钟等和在路上	1
5.77E+17	唯一不满的就是绕几十公里去接人浪费了我两个钟时间。	1
5.77E+17	感谢师傅耐心等待了我半个小时，好人一生平安！	3
5.77E+17	开车稳，认路准，到达十分准时，车内干净整洁，中国滴滴好司机！	3
5.77E+17	哥哥人很好  因为东西太多还把我们送到宿舍楼下  感谢。	3
5.77E+17	一路上手机没停，安全系数太低，经常急刹车，	1
5.77E+17	好靓仔，好像我honey甘靓仔，音乐潮流，开车好稳	3
5.77E+17	私下拼单选择的拼单，司机他不拼，接了我又去接的其他客户。	1
5.77E+17	火车晚点了将近半个小时，师傅很耐心的在等我，十分感谢?	3
5.77E+17	点了不拼车，司机非要半路拉别人，还要多收钱，还说要把我们放在半路上，没有比这个师傅更差的顺风了！	1
5.77E+17	翡翠棒的司机。非常棒的一次旅行，很满意，只是拼车很多耽误了一些时间，总体非常棒。	3
5.77E+17	忠告:此人没有素质和做人底线，接单后到点接我时说没有拼车的，让我给他70元路费，我拒绝，他说最低60元，我说按平台付费我给他加10元感谢费，他说让我上车吧，到目的地后，他恶意要钱，不给不让走，恐吓，勒索外地人。	1
5.77E+17	车技非常好，这么大的雪，真是不好意思，谢谢你	3
5.77E+17	七个人的座拼了九个人 没送到目的地 还多收二十元 甚至导致乘客矛盾	1
5.77E+17	但是为什么我没有拼车成功    费用多10块	3
5.77E+17	从凤城九路到延安做了将近5个小时，我已无力吐槽，在富县送了其他人之后，走了一个多小时的乡镇路，心情如同上坟，不想再说了	1
5.77E+17	不想吐槽什么 如果有事最好不要顺风车 车主给我解释的是 顺风车没有时间要求 可以中途去做其他的事情 用我计划富裕的时间 来做车主的事 最后弄的我迟到 双方都不愉快	1
5.77E+17	司机不分远近，半个小时车程，绕了两个小时，差评差评	1
5.77E+17	没有合理计划规划时间，态度非常差，诚信度差	1
5.77E+17	守时很重要，如果不能及时赶到，应及时和乘客沟通	2
5.77E+17	很帅气的一个车主，也很客气，车内很整洁，开车技术也很棒，希望下次还有机会乘坐	3
5.77E+17	说话让人讨厌，第一次差评，这种人真的不想在碰到	1
5.77E+17	师傅很热情，也很健谈。非常高兴，一句畅通无阻，也不颠簸 谢谢师傅	3
5.77E+17	一级棒，自带导航，文明礼貌，和睦可亲，真正的中国好司机！	3
5.77E+17	额外收取费用，以前的司机都没有这种情况请求严肃处理，	1
5.77E+17	这个小帅哥不错。开车比较慢。很稳。给你点赞。???	3
5.77E+17	感觉不太好，走小路，挺吓人的，我一个女人，坐上他的车，他却走那些很偏僻的小路，	1
5.77E+17	真抱歉师傅，忘给您付款了！祝您全家元宵节快乐！幸福美满！	3
5.77E+17	提前打电话确认了时间和位置，下车还会提示带好东西。谢谢您，辛苦啦，一路平安。?	3
5.77E+17	等我那么久又让我指挥错路了，很有耐心的送我到达，暖男十星好评666感谢大哥	3
5.77E+17	多收费，忽悠乘客，明明五元告诉费，告诉乘客10元，这种滴滴司机严重影响滴滴品牌形象，必须取消资格	1
5.77E+17	非常感谢您从谢岗过来接我！一路的陪伴，让我觉得不再孤单！谢谢你	3
5.77E+17	司机很有礼貌，开车很平稳，车内很干净，期待下次同行！	3
5.77E+17	车内干净无气味，服务态度很满意，下次见到你。	3
1.15E+18	不走正规路线，乱走，有事都给我耽误了，希望以后再也不要遇到这样的司机??	1
5.77E+17	高速费用不出，让乘客出，之前都商量好的，到高速口收费处跟乘客吵，没办法我出了，再也不想见到这种人	1
5.77E+17	从南阳寨到郑州东用了1个小时15分钟，说是先送另一个人，但是就跟东站擦肩而过都不拐一下弯我也是醉了，让我在车上多榱税敫鲂∈薄Ｋ邓撤绯刀际钦庋段揖痛永疵慌龅焦©！	1
5.77E+17	这种人及其恶劣，私下拼车，自己走错道然后开在高速路上让你高速口路边下车另行叫车，真是什么人都有，平台不应该让这种人没教养没素质的人继续行车	1
5.77E+17	脏乱差  车上还有其他人  司机走错几次路	1
5.77E+17	一路下来感觉挺舒服的，聊的挺来的，很舒适，很安逸	2
5.77E+17	接另一个拼友，却打错电话叫我提前出来足足等了一个半小时未到达来接我，很不爽！接客时在广州路况不熟悉，几公里的路程兜来兜去，导致浪费时间，还硬说塞车导致的，无语！！！	1
5.77E+17	车牌不对，而且我下的是不可拼车，车主拿出别的手机一路上又接了3个单子	1
5.77E+17	车主很热情   好评   希望下回还能坐你的车	3
5.77E+17	平台上这些打着顺风车名号的非法营运车辆到底清不清理？	1
5.77E+17	上车前车上多了一个人，司机说是他的同事。体型肥胖眼神凶狠。让我一路上超级没有安全感。我预的是一个人的车，这样可以吗？违约了吧。	1
5.77E+17	因为村子的公交车太不准时，等了一个小时和庄村的纯电公交车还没来，希望以后还可以坐师傅的车，我很着急，师傅很耐心，谢谢理解?	3
5.77E+17	司机很好，看我们拉两个大箱子还帮我们搬行李，直接把我们送到小区楼下，给帅哥点个赞?666	2
5.77E+17	师傅开车非快，路不平也不减速，把我跟我朋友头撞非痛。无语了	1
5.77E+17	叔叔人不错 车技可以 音乐很带感 希望有缘再见	2
5.77E+17	司机贪心，非要绕路再接别人，导致我错过了门禁被记过，希望大家慎重	1
5.77E+17	车主不错，有点幽默感，下车急着去公司报道忘记点确认到达了，不好意思?	3
5.77E+17	讲真，不论你是开法拉利，还是开奥拓，在我眼里，就是个顺风车司机。谢谢你顺路拉我们。朋友远一点，试着想说加点费用麻烦你送一下，夜深了，你不愿意，能够理解，你说你不是拉专车的人，不知你是否对专车司机有误解，既然如此，又何必拉顺风车呢，不会是真的想猎艳吧。还有，评价说你帅爆了，我还真没觉得。车子那么宝贵，还是不要出来招摇了，毕竟风化也是能造成损耗的。	1
5.77E+17	师傅是一位聋哑人！真的很暖心！大家多多支持	3
5.77E+17	车主非常好 航班晚点了 耐心等待 ?????好评 感谢接乘 期待有缘再次同行	3
5.77E+17	师傅很有礼貌，主动与我聊天，很好的顺风体验，感谢师傅	3
5.77E+17	车主真的很好人，我不认路还很耐心地询问我，兜兜转转终于接到我，真的很感谢他!非常非常好人的说，感谢您!	3
5.77E+17	拿错鞋子耽误了好久 麻烦车主一直等着真不好意思	2
1.15E+18	就是道路不熟，而且导航也不准，幸亏我知道路	2
5.77E+17	服务态度超级恶劣，老是急刹车，红绿灯一停打瞌睡，超级不满意，差评差评差评，绝对差评，第一次遇见这种人。。。	1
5.77E+17	和车主聊的很嗨，架车技术非常好，给5颗星，其侍再次同行。	2
5.77E+17	车里环境超级好，香氛味道一扫下班的疲倦，很棒	3
5.77E+17	绿的士来做滴滴，还私下接客，还要我们付未拼成的价格，下车前还要多收20元小费，我们要下车他就问我们什么意思，差点吵起来，打起来了	1
5.77E+17	第一次给别人差评，如果以后你不愿意送乘客到目的地，建议不要接单。如果离目的地很近了只是让我过个马路，或者很堵车的情况下让我自己走段路程，我都能接受，但是离我目的地还有三公里就准备喊我下车......最后在我的要求下司机很不很不情愿的把我送到目的地了，哎，整得心情点都不好	1
5.77E+17	超级无语 约好八点半，然后九点才到 路上磨磨蹭蹭 还打电话来催我确认订单，到的晚还说是我上车的时候慢	1
5.77E+17	从8点上车一直等到十点多才走，是在不好，服务也太差了，以后再也不会做这个车了	1
1.15E+18	我明明是花的为拼车的价格  但是却上来了三波人，还耽误了我的时间	1
5.77E+17	车主人很好，知道我赶时间特地上高速，期待下次相遇	3
5.77E+17	车主热情  人好 服务态度非常的好  这是一个非常好的车主	2
5.77E+17	非常檫心的旅程，臀的大行李安放得妥妥的，感著！	3
5.77E+17	非常好！车内整洁！人还很好！期待下次同行！	3
5.77E+17	车主很有礼貌，说话温柔，服务态度一级棒，希望下次能够再次同行	3
5.77E+17	明明就是只有我一个人的单，硬是后面接了还几个人。	1
5.77E+17	到了约定时间车主还没出发，却先点了已经到达约定地点。	1
1.15E+18	大叔人很不错，一路聊天也很愉快，还把我送到站台。很负责哟	3
5.77E+17	司机哥哥很好，送到楼下，还帮我提行李，说话也很温柔	3
5.77E+17	我迟到几分钟师傅也很有耐心的等待，湖北老乡，人挺好！	2
5.77E+17	磨磨叽叽的等半天，一看年纪大了也就忍了。上车又是各种废话，接人的时候停车竟然不拉手刹溜车⋯⋯	1
5.77E+17	这个青年司机开车又快又稳，雷厉风行，就喜欢这样的	3
5.77E+17	很棒很棒，我也正好师傅也正好，从浦东机场带回常州，帮忙拿行李，人非常友善，感恩感谢?	3
5.77E+17	很好很热心的一家人，非常感谢今天的帮助，谢谢?	3
5.77E+17	今晚特殊情况，但还是给师傅一个赞，超有耐心，礼貌也好！	2
5.77E+17	司机车技很稳，车里干净又整洁，很舒服的一段旅程	2
5.77E+17	司机人不错，但是开车过程中喜欢急刹车，个人有点晕车，无法支持。	1
5.77E+17	今天司机大哥亲和大气，大哥与我顺路，去同一地方，十分好爽的给我免单，再次感谢。同时，今天也让司机大哥额外损失一笔，深感抱歉。	3
5.77E+17	好司机 开车平稳 风趣大度哈哈哈 期待下次同行	3
1.15E+18	上车前没有协商的情况下确认上车后开始收取高速费，否则就走低速，各位拼友请三思选择此车主。	1
5.77E+17	四个小时才送达目的地！理解顺风车会接人，1一个半小时的路程，顺风车两小时差不多了吧！送了四个小时才到达	1
5.77E+17	真的要感谢滴滴！半夜从浦东机场到张家港，然后再从张家港转滴滴到家里，由于我比预计时间晚到了半个多小时 但是师傅特别好！一直等！一句抱怨都没有！我下车是在马路对面，师傅还赶紧跑下来帮我拖行李！?到家之后 师傅还帮我把行李提上了3楼！暖心！	3
5.77E+17	人特别好，还非把我送到门口，坐了这么多次，每次要求送到楼下，都不愿意，非常感谢?好人一生平安	3
5.77E+17	表示把我放到了我认不到回去路的目的地，然后以红绿灯太多的理由让我自行回去，其他良好	1
5.77E+17	相对比较贴心，因为早起太困了，开车比较平稳，	2
5.77E+17	今天，因中山吹了集结号，路面不是一般堵，平时二十分钟不到路程走了一个钟，但仍把我们送到目的地，真的很感谢该帅气司机	3
5.77E+17	言语轻浮，态度极其恶劣，开车又不稳。再给我一次机会我宁愿退票，这种人简直就是砸滴滴的招牌，忘明查！	1
5.77E+17	麻烦下次问问乘客走不走高速，不要你以为，浪费别人的时间	1
5.77E+17	一句话来说  出行那么多次，唯一遇到这么xiong的大叔吧！	2
1.15E+18	很不错的，很聊得来，就是天气很热，车上也没开下空调	2
5.77E+17	上车后明明告知了几遍目的地 结果他假装没听到没给我送到 让我自己下车再打的前往目的地	1
5.77E+17	态度很好，很和气，还等了我一会儿，很有耐心，谢谢	3
5.77E+17	一个热心的年轻人，一直要送到楼下，十分感谢！	3
5.77E+17	都没有把我送到目地的，而是另外喊了个车把我送过去	1
1.15E+18	不是第一次打锾了，其他傅都是送到家樵口，呃次的傅只送到村口就真Ш骄偷竭@翰™擂理往里送了，害的我拎著大包走了一l街10分才到家，只能真]有Ρ染]有Π桑渌傅太好了；也杂呃ü平胚呃硬僮]有铨可是Ρ戎掠懈玫模然喜g和更好的再次同行了	1
5.77E+17	没按时间到达，服务态度极端恶劣，无法找到形容词评论	1
5.77E+17	还好吧，就是路线不对，本来都是40分钟，给我开了一个多小时，飞机差点没赶上	2
5.77E+17	司机迟到成半个小时。接了一个拼友结果叫拼友取消订单直接给现金导致我拼座不成功。我有照片为证。搞的我白白损失10多块钱。	1
5.77E+17	很愉快的一次旅途哦，师傅开车很稳，就是过节还很拼加班到深夜，以后要多注意休息啦！	3
5.77E+17	师傅人挺好，就是我比较赶时间，有点着急了。。	2
5.77E+17	师傅开车技术很好，服务态度很好，期待下次同行。	2
5.77E+17	车上还有两名顺风车乘客，但是收了我未拼成得钱	1
1.15E+18	拼车后让顾客取消单子，本来和别人一起拼车车费少点，他让另一个拼车的取消单子，转账给他，我一个人坐车费用比拼车高。	1
5.77E+17	我选的拼坐，但是为什么直接没有拼坐就走了，但是司机态度还好	2
5.77E+17	说脏话，抽烟，私下多加钱，开车超速不安全，而且不寄安全带，希望明察，给顾客一个交代	1
5.77E+17	车主特别好，感谢给我讲了很多人生道理，受教了！期待有机会还能相遇	3
5.77E+17	临时加价，好几次差点追尾，感谢费给的够多了，快到家了，临时加价，说要洗车，说我家宠物有味道，我已经很有耐心的，给狗狗干洗了，而且也标注了有宠物，给了感谢费的，还要加价，受不了素质低	1
5.77E+17	车主人很好，本来两个人，临时多了个人也没多收钱。	3
1.15E+18	70公里路程，再堵车也最多一个半小时，居然开了3个小时整？从11点上车到2点下车？我270公里的路都能到了，有没有时间观念你？不知道时间宝贵？	1
1.15E+18	这个人人品有问题，我因为迟到几分钟，他直接走了，导致我上班迟到。我滴滴投诉他，他还撒谎说我上车不给钱。本来心里很气愤，不想给钱，但是滴滴不付款下个滴滴没法打。留言是为了公道和给后面的人警示。所说全部根据事实	1
5.77E+17	我叫他在乐佳停下，自己打电话没听见，好说我脾气冲，我还记得他是微信聊天，还开语音，搞笑	1
5.77E+17	是一个很礼貌，很温暖的阿姨，很喜欢她。祝福她	3
5.77E+17	师傅服务态度非常好！提前达到预约地点，对人热情大方，希望下次能有今天的运碰到一个好师傅，此次出行遇见很愉快	3
5.77E+17	一路看手机接单，而且胡乱接单。顺不顺都接。完全不考虑乘客感受。	1
5.77E+17	司机不准时接我，害我没赶上飞机，这是很严重的一件事情	1
5.77E+17	时间观念不好，我等了一个小时，不过能走高速也还好，能赶上最后的时间	1
5.77E+17	这位师傅一下走老路，一下走高速公路的把我的弄得头晕。	1
5.77E+17	现在好多顺风车接两单，还不算合乘，不知道怎么做到的	1
5.77E+17	带的东西较多，司机都不帮忙开一下后备箱，心累	1
